make,model,price_usd,year,kilometer,fuel_type,transmission,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length_mm,width_mm,height_mm,seating_capacity,fuel_tank_capacity_l
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,11700,2018,53300,Petrol,Automatic,Grey,First,Individual,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0
Audi,A4 Premium Plus 40 TFSI,49812,2022,1,Petrol,Automatic,Black,UnRegistered Car,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762.0,1847.0,1433.0,5.0,54.0
BMW,X1 sDrive20d,39000,2020,32005,Diesel,Automatic,Blue,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4454.0,1798.0,1545.0,5.0,61.0
Ford,Endeavour Titanium 3.2 4x4 AT,41400,2018,35000,Diesel,Automatic,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892.0,1860.0,1837.0,7.0,80.0
BMW,X3 xDrive30i M Sport,80160,2022,18223,Petrol,Automatic,Blue,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,AWD,4708.0,1891.0,1676.0,5.0,60.0
Mahindra,TUV300 T8,7200,2016,92000,Diesel,Manual,White,Second,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995.0,1835.0,1839.0,7.0,60.0
Hyundai,Elantra 2.0 SX (O) AT,17580,2019,22000,Petrol,Automatic,Silver,Second,Individual,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4570.0,1800.0,1465.0,5.0,50.0
Hyundai,Verna Fluidic 1.6 VTVT SX,5700,2014,62000,Petrol,Manual,Silver,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Renault,Kiger RXZ AMT,12000,2022,4000,Petrol,Automatic,White,Second,Individual,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3991.0,1750.0,1605.0,5.0,40.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],22200,2016,72000,Diesel,Automatic,White,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Maruti Suzuki,Ciaz ZXI+,6840,2015,60798,Petrol,Manual,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,Verna 1.6 VTVT SX AT,9240,2016,20000,Petrol,Automatic,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Honda,City V CVT Petrol [2017-2019],12480,2019,18000,Petrol,Automatic,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,Scorpio SLE BS-IV,8100,2014,78000,Diesel,Manual,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430.0,1817.0,1975.0,8.0,60.0
Maruti Suzuki,Swift DZire VXI,5400,2014,52000,Petrol,Manual,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Swift ZXi,9600,2022,10000,Petrol,Manual,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845.0,1735.0,1530.0,5.0,37.0
Tata,Safari 2.2 VX 4x2 Varicor400,26400,2021,32000,Diesel,Manual,Green,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4655.0,1965.0,1922.0,7.0,63.0
Mahindra,XUV500 W10,12900,2015,138000,Diesel,Manual,Silver,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,DZire LDi,6720,2018,84500,Diesel,Manual,White,Third,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],5400,2016,47000,Petrol,Manual,Grey,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Volvo,S90 Momentum D4 [2018-2020],50100,2018,20000,Diesel,Automatic,White,First,Individual,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963.0,1879.0,1443.0,5.0,55.0
MINI,Cooper JCW Hatchback,62400,2022,0,Petrol,Automatic,Yellow,UnRegistered Car,Individual,1998 cc,228 bhp @ 5200 rpm,320 Nm @ 1450 rpm,FWD,3850.0,1727.0,1414.0,4.0,44.0
Hyundai,Verna EX 1.6 CRDi [2017-2018],9720,2018,73000,Diesel,Manual,Red,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0
Mercedes-Benz,S-Class S 500,22500,2011,72000,Petrol,Automatic,Silver,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5246.0,1899.0,1494.0,4.0,80.0
Honda,Jazz S AT [2015-2016],6240,2015,42000,Petrol,Automatic,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Mercedes-Benz,GLE 300d 4MATIC LWB,106800,2021,9000,Diesel,Automatic,Black,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0
Porsche,Panamera 3.0 Diesel,67080,2015,33000,Diesel,Automatic,White,First,Individual,,,,,,,,,
Maruti Suzuki,Swift VDi,5100,2015,36528,Diesel,Manual,Blue,Third,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Swift VXi,3900,2012,30000,Petrol,Manual,Blue,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],22679,2021,17000,Petrol,Automatic,White,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655.0,1835.0,1760.0,5.0,60.0
Volvo,XC60 Inscription,23400,2016,79000,Diesel,Automatic,White,First,Individual,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644.0,1891.0,1713.0,5.0,70.0
BMW,X3 xDrive-20d xLine,63600,2019,15087,Diesel,Automatic,Blue,First,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
Mahindra,Scorpio S2,11400,2018,41000,Diesel,Manual,Blue,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0
Volvo,XC90 D5 Inscription,102000,2021,32500,Diesel,Automatic,White,First,Individual,1969 cc,232 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD,4953.0,2008.0,1776.0,7.0,71.0
Audi,A6 35 TDI Matrix,23700,2015,61000,Diesel,Automatic,White,Second,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0
Mercedes-Benz,GLE 250 d,50400,2017,85000,Diesel,Automatic,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],42000,2019,55000,Diesel,Automatic,Black,Second,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Renault,Kwid CLIMBER 1.0 [2017-2019],4500,2017,45000,Petrol,Manual,Grey,UnRegistered Car,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Mercedes-Benz,GLA 200 d Sport,21900,2016,58000,Diesel,Automatic,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
Mahindra,Thar LX 4-STR Hard Top Petrol AT,20520,2021,4400,Petrol,Automatic,Black,First,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
Maruti Suzuki,Celerio VXi AMT,4500,2014,35000,Petrol,Automatic,Red,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,Alto 800 Vxi,3420,2016,22346,Petrol,Manual,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Mahindra,Thar AX 6-STR Soft Top Petrol MT,22200,2021,23280,Petrol,Manual,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985.0,1820.0,1920.0,6.0,57.0
Maruti Suzuki,Ertiga ZDi,7452,2013,72000,Diesel,Manual,Blue,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
Mitsubishi,Pajero 2.5 AT,17700,2016,82000,Diesel,Automatic,Grey,First,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,4695.0,1815.0,1840.0,7.0,70.0
Toyota,Fortuner 3.0 4x2 AT,21600,2015,86000,Diesel,Automatic,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],4788,2018,38000,Petrol,Manual,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,Creta 1.6 SX Plus Special Edition,10680,2015,138314,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,15900,2021,9900,Petrol,Automatic,Blue,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Mercedes-Benz,C-Class 220 CDI AT,63600,2022,12500,Diesel,Automatic,White,UnRegistered Car,Individual,2148 cc,170@3700,410@2000,RWD,4596.0,1770.0,1447.0,5.0,66.0
Mercedes-Benz,E-Class E 220d Expression [2019-2019],57300,2018,51529,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Mahindra,Quanto C4,2988,2013,60000,Diesel,Manual,Red,First,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985.0,1850.0,1880.0,7.0,55.0
Maruti Suzuki,Celerio VXi (O) [2019-2020],6119,2019,48000,Petrol,Manual,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],17400,2018,90000,Diesel,Manual,Black,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395.0,1818.0,1640.0,5.0,60.0
Maruti Suzuki,S-Cross Delta 1.6,7680,2017,63000,Diesel,Manual,Grey,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300.0,1765.0,1590.0,5.0,48.0
Maruti Suzuki,Celerio LDi [2015-2017],3588,2017,65822,Diesel,Manual,Silver,First,Individual,793 cc,46 bhp @ 3500 rpm,125 Nm @ 2000 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,Wagon R Duo LXi LPG,2340,2009,102000,LPG,Manual,White,First,Individual,1061 cc,58@6000,77@4500,FWD,3520.0,1475.0,1660.0,5.0,35.0
Mercedes-Benz,S-Class 350 CDI L,17940,2011,72100,Diesel,Automatic,Red,Second,Individual,2987 cc,235 bhp @ 4000 rpm,490 Nm @ 1800 rpm,RWD,5226.0,2120.0,1479.0,5.0,90.0
Porsche,Cayenne Base,178800,2021,7534,Petrol,Automatic,Blue,UnRegistered Car,Individual,2995 cc,335 bhp @ 5300 rpm,450 Nm @ 1340 rpm,AWD,4918.0,1983.0,1696.0,5.0,75.0
Toyota,Etios Liva G,4200,2013,34000,Petrol,Manual,Black,First,Individual,1197 cc,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3775.0,1695.0,1510.0,5.0,45.0
Toyota,Innova 2.4 VX 7 STR [2016-2020],17052,2017,75000,Diesel,Manual,White,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Honda,Jazz V AT Petrol,7140,2017,99000,Petrol,Automatic,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Maruti Suzuki,Swift DZire VDI,4212,2013,42000,Diesel,Manual,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,SX4 VXi,3900,2012,118000,Petrol,Manual,White,First,Individual,1586 cc,102@5500,145@4200,,4490.0,1735.0,1560.0,5.0,50.0
Mahindra,XUV500 W8 AWD,11700,2017,78000,Diesel,Manual,Silver,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],9900,2019,44000,Petrol,Manual,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Tata,Hexa XT 4x2 6 STR,12600,2017,88757,Diesel,Manual,Blue,Second,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788.0,1903.0,1791.0,6.0,60.0
Audi,Q3 30 TDI Premium FWD,23640,2017,85000,Diesel,Automatic,Blue,Second,Individual,1968 cc,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD,4385.0,1831.0,1608.0,5.0,64.0
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],49200,2020,12136,Diesel,Automatic,Blue,First,Corporate,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4526.0,1800.0,1420.0,5.0,50.0
Maruti Suzuki,Alto VXI,4620,2019,2200,Petrol,Manual,White,First,Individual,,,,,,,,,
Audi,A4 35 TDI Premium Sunroof,18300,2015,49000,Diesel,Automatic,Silver,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Mercedes-Benz,A-Class Sedan 200,49800,2021,6000,Petrol,Automatic,White,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0
Maruti Suzuki,Vitara Brezza ZDi Plus,8700,2017,64000,Diesel,Manual,Gold,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Toyota,Corolla Altis 1.8 G,4080,2011,109000,Petrol,Manual,White,Second,Individual,1794 cc,132@6000,170@4200,FWD,4540.0,1760.0,1480.0,5.0,55.0
Maruti Suzuki,Baleno Delta 1.2,7800,2018,32000,Petrol,Manual,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,Swift Lxi (O) [2014-2017],6840,2019,13000,Petrol,Manual,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Toyota,Innova 2.5 E,1920,2008,90000,Diesel,Manual,White,Fourth,Individual,2494 cc,102@5600,200@3400,,4555.0,1770.0,1755.0,8.0,55.0
Mahindra,Scorpio S5 2WD 7 STR,14640,2020,35000,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
Mahindra,XUV500 W4 1.99,9600,2017,112000,Diesel,Manual,Silver,First,Individual,1997 cc,138 bhp @ 3750 rpm,320 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,Baleno Zeta 1.2 AT,7920,2017,40000,Petrol,Automatic,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Honda,WR-V VX MT Petrol,6900,2017,53580,Petrol,Manual,Gold,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999.0,1734.0,1601.0,5.0,40.0
Mahindra,Quanto C8,2880,2013,51500,Diesel,Manual,Maroon,Second,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985.0,1850.0,1880.0,7.0,55.0
Honda,City V Petrol,11400,2019,22000,Petrol,Manual,White,First,Individual,1497 cc,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Renault,Kwid RXT [2015-2019],5028,2017,23700,Petrol,Manual,Bronze,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,Swift DZire VXI AT,9000,2017,48069,Petrol,Automatic,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Audi,A4 35 TDI Premium Plus,40800,2019,48000,Diesel,Automatic,White,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0
Skoda,Octavia Elegance 2.0 TDI AT,13920,2015,47981,Diesel,Automatic,Black,First,Individual,1968 cc,141 bhp @ 4000 rpm,320 Nm @ 1750 rpm,FWD,4659.0,1814.0,1476.0,5.0,50.0
Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,21000,2021,26000,Diesel,Manual,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4500.0,1790.0,1675.0,7.0,50.0
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],18900,2020,63000,Diesel,Automatic,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],33732,2019,71500,Diesel,Automatic,White,Second,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],5700,2016,16630,Petrol,Manual,Maroon,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Audi,A6 35 TDI Matrix,52212,2018,36000,Diesel,Automatic,White,First,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0
Honda,City VX Petrol [2017-2019],10200,2017,47255,Petrol,Manual,Grey,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,XUV500 W5 [2018-2020],13140,2018,50000,Diesel,Manual,Maroon,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
BMW,5-Series 530d M Sport,92400,2021,18703,Diesel,Automatic,White,First,Individual,2993 cc,261 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,4963.0,1868.0,1467.0,5.0,66.0
Audi,A6 Technology 45 TFSI,69600,2021,7935,Petrol,Automatic,Brown,UnRegistered Car,Individual,1984 cc,241 bhp @ 5000 rpm,370 Nm @ 1600 rpm,FWD,4939.0,1886.0,1457.0,5.0,73.0
Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],23100,2022,9355,Petrol,Automatic,White,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
Renault,Kwid RXL [2015-2019],3660,2018,34800,Petrol,Manual,Red,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Nissan,Terrano XL D Plus,4620,2013,72000,Diesel,Manual,Grey,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0
Skoda,Rapid Elegance 1.6 TDI CR MT,6000,2012,86288,Diesel,Manual,Black,First,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
Honda,Jazz V Petrol,7860,2017,24003,Petrol,Manual,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Tata,Nexon XZ Plus Diesel,11100,2017,28000,Diesel,Manual,Red,First,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Hyundai,Elite i20 Asta 1.4 CRDI,8280,2017,65000,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Mahindra,XUV500 W11,18000,2019,75000,Diesel,Manual,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,Ertiga ZDi,7500,2015,45000,Diesel,Manual,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
Hyundai,Verna 1.6 CRDI SX (O),10139,2018,71000,Diesel,Manual,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Honda,BR-V V CVT Petrol,8940,2018,54000,Petrol,Automatic,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4453.0,1735.0,1666.0,7.0,42.0
Mahindra,TUV300 T6 Plus AMT,7800,2015,49776,Diesel,Automatic,White,First,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995.0,1835.0,1839.0,7.0,60.0
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],7680,2017,61000,Diesel,Manual,Maroon,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Volvo,V40 D3 R-Design,24600,2017,68000,Diesel,Automatic,White,Second,Corporate,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0
Maruti Suzuki,Celerio VXi AMT,4740,2014,47884,Petrol,Automatic,Red,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
Skoda,Octavia 1.8 TSI Style Plus AT [2017],16680,2017,56000,Petrol,Automatic,White,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670.0,1814.0,1476.0,5.0,50.0
Honda,City 1.5 V MT,4380,2010,58424,Petrol,Manual,Gold,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
Hyundai,Xcent S 1.1 CRDi Special Edition,5412,2017,55000,Diesel,Manual,White,First,Individual,1120 cc,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Zen LX,1560,1996,100000,Petrol + LPG,Manual,White,Second,Individual,,,,,,,,,
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],25800,2017,45000,Diesel,Automatic,Grey,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Maruti Suzuki,Ritz Ldi BS-IV,2340,2011,75000,Diesel,Manual,White,First,Individual,1248 cc,75@4000,190@2000,,3715.0,1680.0,1620.0,5.0,43.0
Skoda,Rapid 1.6 MPI Active,10560,2018,47000,Petrol,Manual,White,First,Individual,1598 cc,104 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,14160,2019,38000,Petrol,Automatic,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Maruti Suzuki,Alto 800 Lxi,3420,2016,17000,Petrol,Manual,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
BMW,X5 xDrive 30d,95987,2020,20000,Diesel,Automatic,Grey,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,
Hyundai,Verna 1.6 CRDI SX,11100,2018,925000,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Ford,Aspire Titanium1.5 TDCi [2018-2020],8100,2019,35000,Diesel,Manual,White,First,Individual,1498 cc,99 bhp @ 3750 rpm,215 Nm @ 1750 rpm,FWD,3995.0,1704.0,1525.0,5.0,40.0
MINI,Cooper D 5 Door,30000,2015,34303,Diesel,Automatic,Yellow,Second,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3982.0,1727.0,1425.0,5.0,44.0
Audi,A6 35 TDI Matrix,44100,2019,34000,Diesel,Automatic,Black,First,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0
Hyundai,Alcazar Signature (O) 7 Seater 1.5 Diesel AT,28800,2022,8000,Diesel,Automatic,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4500.0,1790.0,1675.0,7.0,50.0
